tweet_id    image_id(s) annotation  event
324579998524661760	boston_fake_14	fake	boston
324519252444995584	boston_fake_01	fake	boston
325159845764415488	boston_fake_10	fake	boston
325150935364022272	boston_fake_10	fake	boston
324356688272560128	boston_fake_15	fake	boston
324581199030935553	boston_fake_14	fake	boston
324557656482271232	boston_fake_04	fake	boston
324585690157428736	boston_fake_01	boston_fake_16	boston_fake_17	fake	boston
324536663495811072	boston_fake_01	fake	boston
325062042342027264	boston_fake_13	fake	boston
324512492011278337	boston_fake_04	fake	boston
324557242479292416	boston_fake_01	boston_fake_16	boston_fake_17	fake	boston
324581777614180352	boston_fake_08	fake	boston
325308244912402432	boston_fake_10	fake	boston
324996041285980160	boston_fake_18	fake	boston
324338610465816576	boston_fake_04	fake	boston
324333359356579841	boston_fake_15	fake	boston
325148067336683521	boston_fake_19	fake	boston
324523400280305664	boston_fake_20	fake	boston
325145935007068161	boston_fake_19	fake	boston
325146251190472704	boston_fake_21	fake	boston
324608307954343936	boston_fake_01	fake	boston
325093548468862976	boston_fake_13	fake	boston
324548130970423296	boston_fake_05	fake	boston
324558591690424322	boston_fake_04	fake	boston
324584196586737664	boston_fake_01	fake	boston
324587251503886336	boston_fake_22	fake	boston
325153259847303168	boston_fake_10	fake	boston
324551203562344449	boston_fake_05	fake	boston
324590475413696512	boston_fake_04	fake	boston
325082497417359363	boston_fake_13	fake	boston
325066510819266561	boston_fake_13	fake	boston
324527935413436416	boston_fake_01	fake	boston
325152091423248385	boston_fake_34	fake	boston
325177553713238016	boston_fake_10	fake	boston
325145334739267584	boston_fake_23	fake	boston
325105828073984000	boston_fake_13	fake	boston
325149501813837824	boston_fake_12	fake	boston
324325848352161792	boston_fake_15	fake	boston
325090232942866432	boston_fake_13	fake	boston
324513597852098561	boston_fake_15	fake	boston
324505971017785344	boston_fake_01	fake	boston
324504112001597443	boston_fake_14	fake	boston
324508845353349120	boston_fake_01	fake	boston
324535345532243969	boston_fake_14	fake	boston
324533353623724032	boston_fake_14	fake	boston
324521537183027200	boston_fake_01	fake	boston
325099014355820544	boston_fake_13	fake	boston
324936511160213505	boston_fake_18	fake	boston
324581928542031872	boston_fake_16	boston_fake_17	fake	boston
324537751934484480	boston_fake_24	fake	boston
325282792957157377	boston_fake_24	fake	boston
325181617981243393	boston_fake_34	fake	boston
325173128491851776	boston_fake_12	fake	boston
325149579282640896	boston_fake_25	fake	boston
324569471253630976	boston_fake_26	fake	boston
324531787931996160	boston_fake_01	boston_fake_16	fake	boston
324475416893091840	boston_fake_01	fake	boston
324524585800318976	boston_fake_01	fake	boston
324991612025462784	boston_fake_18	fake	boston
325108349966364672	boston_fake_13	fake	boston
325236486381383680	boston_fake_27	fake	boston
325084244001042435	boston_fake_13	fake	boston
324361628353191937	boston_fake_26	fake	boston
324789744192065536	boston_fake_04	fake	boston
324588779635605506	boston_fake_02	fake	boston
324435205433724929	boston_fake_26	fake	boston
324593912528400384	boston_fake_28	fake	boston
324330330108612608	boston_fake_26	fake	boston
324383323097022464	boston_fake_15	fake	boston
324511988510248960	boston_fake_01	fake	boston
325157607427948544	boston_fake_10	fake	boston
325095879117787136	boston_fake_13	fake	boston
325066178399698944	boston_fake_13	fake	boston
325146464940617728	boston_fake_13	fake	boston
324315545572896768	boston_fake_15	fake	boston
325164356943900672	boston_fake_10	fake	boston
324564730637344768	boston_fake_01	boston_fake_16	boston_fake_17	fake	boston
324501940329394178	boston_fake_01	fake	boston
324526695531040769	boston_fake_01	fake	boston
324596948969603073	boston_fake_08	fake	boston
324661989844606976	boston_fake_01	fake	boston
324517112234270720	boston_fake_01	boston_fake_17	fake	boston
324522267973402624	boston_fake_17	fake	boston
324611966758957056	boston_fake_14	fake	boston
325157291395543040	boston_fake_11	fake	boston
325030184199811072	boston_fake_07	fake	boston
324389467345522688	boston_fake_15	fake	boston
324631982518726656	boston_fake_29	fake	boston
324468904128806912	boston_fake_01	fake	boston
325269020821561345	boston_fake_10	fake	boston
324590719153094659	boston_fake_29	fake	boston
324521381385625601	boston_fake_16	boston_fake_17	fake	boston
324558285225209857	boston_fake_16	fake	boston
324573102723981314	boston_fake_01	boston_fake_16	boston_fake_17	fake	boston
324590974753976320	boston_fake_04	fake	boston
325154445354758144	boston_fake_10	fake	boston
325152550556925952	boston_fake_10	fake	boston
325306272842911744	boston_fake_10	fake	boston
324513161904537601	boston_fake_01	fake	boston
325135832207990784	boston_fake_30	fake	boston
324568758234521600	boston_fake_04	fake	boston
